value,prob
3,0.00093
4,0.00264
5,0.00577
6,0.01009
7,0.01492
8,0.02078
9,0.02703
10,0.03632
11,0.04519
12,0.0554
13,0.06381
14,0.06719
15,0.07281
16,0.07511
17,0.07569
18,0.07331
19,0.07024
20,0.06279
21,0.05469
22,0.04594
23,0.03567
24,0.02845
25,0.02115
26,0.01468
27,0.00923
28,0.00623
29,0.00294
30,0.001
